"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000623391317265996,0.386584692058622,0.491,0.274,1,"8","Pgs1"
0.00065362838188967,1.32091120022384,0.679,0.52,1,"8","Timp2"
0.000654164498546082,1.5429541970489,0.547,0.414,1,"8","Cadm1"
0.000680236455457899,0.653336486654936,0.472,0.247,1,"8","Atp8a1"
0.000700609976537929,1.22872466726303,0.736,0.501,1,"8","Ppm1h"
0.000718332573909628,2.41033779875972,0.34,0.174,1,"8","Tle4"
0.000752856043948533,1.31574391666772,0.736,0.593,1,"8","Taok3"
0.000758818634544406,1.96718398920755,0.302,0.144,1,"8","Gla"
0.00077128372639266,2.08319102479527,0.925,0.904,1,"8","Ctsd"
0.000777768096079836,0.298121103899501,0.189,0.46,1,"8","Srp54a"
0.000780438807560587,1.33601356809323,0.736,0.63,1,"8","Mtpn"
0.000783523390000317,0.739881020503251,0.774,0.785,1,"8","Ppib"
0.000808241129915352,2.17646552955704,0.491,0.347,1,"8","St3gal6"
0.000818881853382722,0.754308072079606,0.811,0.804,1,"8","Atp6v0c"
0.000838315003116421,1.31198820707477,0.585,0.377,1,"8","Snx10"
0.000841909309871345,0.749071946500653,0.057,0.263,1,"8","Nck2"
0.000846419436940547,1.00902809042917,0.302,0.146,1,"8","Map3k14"
0.000860564727632404,0.564906038468113,0.075,0.298,1,"8","Tbl2"
0.000874712107793289,1.64772597848775,0.321,0.167,1,"8","Phlda1"
0.000894226649231839,1.60484697632381,0.302,0.14,1,"8","Cdca4"
0.000897613927016514,0.9956018176504,0.321,0.151,1,"8","Heatr1"
0.000899693039553781,1.38681746090043,0.623,0.462,1,"8","Dram2"
0.000904039711825239,1.09866247422462,0.868,0.735,1,"8","Mtdh"
0.000904514976059315,0.981115685158974,0.736,0.668,1,"8","Bri3"
0.000963076744981939,2.16811288460629,0.264,0.127,1,"8","Slc9a9"
0.000967546858645762,0.856964415842508,0.34,0.167,1,"8","Trim12c"
0.000977451897210238,0.991535117258926,0.585,0.374,1,"8","Zfp710"
0.000979713111485328,3.34930409864943,0.264,0.121,1,"8","Rab11fip5"
0.000989044978775325,1.51330961023972,0.491,0.283,1,"8","Eml4"
0.00100804543744262,0.83049472931035,0.849,0.788,1,"8","Snrpb"
0.00101187047172133,1.4829411283007,0.566,0.377,1,"8","A230046K03Rik"
0.00101790349769695,0.945497740607941,0.83,0.804,1,"8","Cox7b"
0.00103177134480479,1.76863380073957,0.491,0.321,1,"8","Csnk1e"
0.00105176777167991,0.769022703004057,0.434,0.264,1,"8","Sun2"
0.00106245145092349,1.21298442393563,0.472,0.279,1,"8","Map2k3"
0.00107006517343338,0.848521428194139,0.774,0.644,1,"8","Nfkbiz"
0.00108786185864577,1.68559364761285,0.415,0.233,1,"8","Pacs2"
0.00111844175757246,2.44087986990697,0.358,0.199,1,"8","Csrnp1"
0.00112230158040708,1.70488051904328,0.811,0.727,1,"8","Cstb"
0.00113813098176499,0.33340504338163,0.472,0.274,1,"8","C130039O16Rik"
0.00116076593704273,1.87121230871728,0.264,0.121,1,"8","Trim65"
0.00116415796119253,0.960166120610904,0.509,0.32,1,"8","Klf3"
0.00118224789694818,2.47816653856049,0.283,0.133,1,"8","Cep250"
0.00118405367549727,1.68009999450185,0.547,0.362,1,"8","Ogfr"
0.00120543481380775,2.9067197772733,0.264,0.122,1,"8","2010109K11Rik"
0.00122809932854779,1.24787990428559,0.528,0.333,1,"8","Lsm2"
0.00126785328781987,1.79549174134447,0.66,0.483,1,"8","Zmiz2"
0.00127388400520329,1.13415967024368,0.34,0.604,1,"8","BC002163"
0.00129169756455201,0.736993474673715,0.868,0.865,1,"8","Hnrnpab"
0.00135913987039492,0.301194148910872,0.17,0.385,1,"8","Extl2"
0.00138032537163435,1.25544967525579,0.491,0.29,1,"8","Pkn1"
0.00141107600235174,1.7980539554227,0.717,0.591,1,"8","Cebpz"
0.00143241987352701,1.0706414035426,0.585,0.397,1,"8","Ube2f"
0.00143279870541507,1.99552783029184,0.434,0.266,1,"8","Ugcg"
0.00143709064114741,1.65445729614718,0.585,0.442,1,"8","Hmgcl"
0.00143982996518634,1.29661902360716,0.113,0.347,1,"8","Psd3"
0.00147017834319759,0.890648170917034,0.868,0.769,1,"8","Macf1"
0.00152395027467912,1.55453415749381,0.717,0.59,1,"8","Zfhx3"
0.00154298990731701,0.306912933664257,0.528,0.319,1,"8","Map3k11"
0.00156443661140315,0.740975969917455,0.83,0.754,1,"8","Eef1d"
0.00156965373406498,0.484848572295459,0.962,0.924,1,"8","Fos"
0.00159141564491754,0.740505599476118,0.849,0.837,1,"8","Sf3b1"
0.00161222838897638,1.41116827211144,0.472,0.284,1,"8","Taf13"
0.00163253891962053,1.76049974886051,0.566,0.425,1,"8","Trim25"
0.00163644527159796,1.34910038065127,0.472,0.301,1,"8","Coq10b"
0.00167570588819255,0.62351036974465,0.472,0.303,1,"8","Extl3"
0.00171352404591505,0.268217037405629,0.528,0.758,1,"8","Tnrc6b"
0.00172341843801807,0.647997974926453,0.396,0.212,1,"8","Diap2"
0.0017311052829381,1.27553798100918,0.415,0.266,1,"8","Myo1e"
0.00174670107961567,1.11160441799754,0.642,0.488,1,"8","Rnpep"
0.0017565863634134,1.27777903987235,0.717,0.601,1,"8","0910001L09Rik"
0.00176877901759345,0.779351381684977,0.906,0.868,1,"8","Rpl27a"
0.00177674386489906,1.46682427952267,0.472,0.285,1,"8","Usp25"
0.00180578818875882,0.46917306841951,0.981,0.885,1,"8","Srsf2"
0.00182622863764782,1.77318853416465,0.377,0.235,1,"8","Got1"
0.00182976759654904,0.841413752390841,0.264,0.119,1,"8","Galk1"
0.00184675846574912,0.711049657505448,0.547,0.372,1,"8","Anxa2"
0.00188654685668103,1.83514986062887,0.377,0.211,1,"8","Eri1"
0.0019024979373863,1.72624570458258,0.302,0.156,1,"8","Arid3a"
0.00192022684716257,1.1722132038541,0.358,0.197,1,"8","Tspan14"
0.00193473449939991,0.88163346096019,0.132,0.356,1,"8","Eif4enif1"
0.00193599982612469,1.36002627389286,0.094,0.29,1,"8","Tbc1d22b"
0.00194183327928777,1.27312872644137,0.585,0.438,1,"8","Ebp"
0.00197234294138191,2.89431876709663,0.264,0.131,1,"8","Topbp1"
0.0019957551856401,1.05473847622092,0.302,0.146,1,"8","Ppt2"
0.00200149203807399,1.00395504071311,0.906,0.819,1,"8","Eef1b2"
0.00203769711312434,0.815621401251035,0.811,0.715,1,"8","Cdc37"
0.00205579111905459,1.06196773135197,0.396,0.227,1,"8","Tmem164"
0.0020634056341495,1.38578093701516,0.528,0.331,1,"8","Dleu2"
0.0020685261015004,1.24764204372371,0.566,0.459,1,"8","Ifi35"
0.00207012337652927,2.0278907602514,0.434,0.296,1,"8","Pon3"
0.00217669682661426,2.47244007549783,0.453,0.283,1,"8","Mir703"
0.00221326846967706,0.508484186196406,0.113,0.321,1,"8","Plcg1"
0.0022183405021268,2.69544404330333,0.34,0.201,1,"8","Ppcdc"
0.00223144241965609,0.900831797336842,0.623,0.439,1,"8","2410001C21Rik"
0.0022586820551616,0.88977841823759,0.094,0.304,1,"8","Gprc5c"
0.00229491772963357,1.5683230533453,0.887,0.904,1,"8","Sepp1"
0.00232560475359094,1.02252253155086,0.679,0.564,1,"8","Aph1a"
0.0023533528598127,0.674821146823603,0.566,0.383,1,"8","Ralb"
0.00236399394783255,1.91900458623911,0.358,0.194,1,"8","St6galnac4"
0.0024348270384491,1.19217630974758,0.604,0.44,1,"8","Rnf13"
0.00243788905350373,1.02940577417085,0.528,0.376,1,"8","Siva1"
0.00247701218684975,1.84353527681613,0.34,0.192,1,"8","Itpr2"
0.00255086387027376,1.63063346024529,0.604,0.458,1,"8","Esyt1"
0.0025743746522069,0.945588494397043,0.472,0.296,1,"8","Gxylt1"
0.00259605927426886,1.44908590494535,0.623,0.488,1,"8","Tsc22d4"
0.00260441039815655,1.5631175984313,0.358,0.201,1,"8","Wdr81"
0.00263415311660888,2.12221418727314,0.396,0.236,1,"8","Me2"
0.00271795896825006,0.541285236599673,0.075,0.27,1,"8","2610008E11Rik"
0.00275672499469206,0.787045746337052,0.132,0.344,1,"8","Rad17"
0.0027965199447312,0.730107794245409,0.755,0.586,1,"8","Map2k1"
0.00281431004081176,1.05283548463713,0.679,0.51,1,"8","Scpep1"
0.00281484727885667,3.92042787898914,0.302,0.183,1,"8","P2ry12"
0.00282703779130969,1.03690130508043,0.604,0.474,1,"8","Synj1"
0.00283963215834844,1.82152524529966,0.302,0.154,1,"8","Ly96"
0.0028487222434559,1.24165742553109,0.698,0.638,1,"8","Sin3b"
0.00287594259565648,0.405171032011904,0.151,0.362,1,"8","Dopey2"
0.00289528890941283,0.775296408284053,0.396,0.238,1,"8","Adam9"
0.00290717535296011,0.980617891740459,0.792,0.753,1,"8","Nedd8"
0.00294012934795005,0.422331225918945,0.509,0.342,1,"8","Mknk1"
0.00296753703852306,1.31482212935158,0.396,0.229,1,"8","Mpp6"
0.00297360741721198,1.47662075623313,0.453,0.307,1,"8","Med11"
0.00297478823945671,0.852816439431663,0.585,0.408,1,"8","Stk38"
0.00301923846581619,1.88481415804018,0.358,0.212,1,"8","Ddx39"
0.00304659557823722,0.557477781710604,0.094,0.289,1,"8","Rlf"
0.00304923764224849,1.16709265783442,0.604,0.487,1,"8","Rab5c"
0.00305335111281396,1.74794777098371,0.113,0.313,1,"8","Zcchc2"
0.0030707003047735,2.43033973163483,0.321,0.182,1,"8","1500010J02Rik"
0.00308505662824584,1.19147852296035,0.358,0.193,1,"8","Sorl1"
0.00312172800358408,1.26518245428746,0.604,0.452,1,"8","Scarb2"
0.00312839105904479,0.445024898299419,0.887,0.819,1,"8","Atp6v1f"
0.00314480427356695,1.02797819569149,0.623,0.456,1,"8","Sec14l1"
0.00315715843054341,1.15449270334379,0.434,0.276,1,"8","Foxn2"
0.00319746151904201,0.654952048786925,0.547,0.356,1,"8","Tnfrsf1a"
0.00334195407955381,1.16455412720759,0.642,0.542,1,"8","Pcna"
0.00337557890388629,0.758833498392474,0.264,0.557,1,"8","Hist2h2aa1"
0.00339638485007576,1.71098782515569,0.302,0.162,1,"8","Ecm1"
0.00346650124575779,0.260329691428475,0.132,0.34,1,"8","2310061I04Rik"
0.00350505382807879,0.587359454086244,0.736,0.563,1,"8","Cebpg"
0.00350909401761704,1.25634084095958,0.509,0.342,1,"8","Smad2"
0.00351154735989806,1.4166370345963,0.509,0.365,1,"8","Gna13"
0.00355182627951951,0.698721468421406,0.868,0.824,1,"8","Ube2d3"
0.00358251840796682,1.51980126608417,0.094,0.295,1,"8","Slc17a9"
0.00367578214924895,0.678185507523531,0.604,0.462,1,"8","Lims1"
0.00369124776738215,1.17479248443459,0.453,0.29,1,"8","Vgll4"
0.00370084587665678,1.62595417382585,0.283,0.147,1,"8","Alg8"
0.00373903034016984,1.33646278773494,0.283,0.138,1,"8","Slc25a24"
0.00376276679611762,1.85743492484256,0.396,0.251,1,"8","Vrk1"
0.00382309587916115,1.95719225365581,0.528,0.34,1,"8","Krr1"
0.00385469823259349,0.344707493756352,0.245,0.483,1,"8","Ppp5c"
0.00387158757497833,1.69551190491974,0.66,0.524,1,"8","Arhgef1"
0.00389813055123341,0.984438484649948,0.623,0.486,1,"8","Itsn2"
0.00394386337627759,0.645889603374585,0.906,0.904,1,"8","Srsf5"
0.00395711744174343,0.315269547238963,0.151,0.363,1,"8","Ints6"
0.00397169101859746,0.927509340071618,0.491,0.343,1,"8","Pank2"
0.003980167012765,1.58728631959291,0.415,0.263,1,"8","Irgm1"
0.00399115885817074,0.615499475705549,0.83,0.731,1,"8","Ube2i"
0.00401331131605894,2.08843693706021,0.585,0.475,1,"8","Safb2"
0.00401949178359206,0.521756324425422,0.264,0.456,1,"8","Ppp3cb"
0.00406391803757542,1.44371118471596,0.415,0.272,1,"8","Rab20"
0.00407777431734629,0.284998329824397,0.321,0.567,1,"8","Suds3"
0.00410537900069685,1.28722079242517,0.774,0.73,1,"8","Gltscr2"
0.00414286527573319,1.10961639098752,0.547,0.396,1,"8","Smpdl3a"
0.00416649477793726,1.82226506423207,0.509,0.372,1,"8","Nceh1"
0.00422015283369546,0.396350782795952,0.396,0.228,1,"8","Coro7"
0.00435558495018602,1.5619348450982,0.491,0.333,1,"8","Ppp1r9b"
0.00441328665268147,0.844948839470127,0.792,0.747,1,"8","Psmb3"
0.00442916054301002,1.30158590888473,0.604,0.481,1,"8","Tmem50b"
0.00448908971437447,0.585222247269232,0.358,0.201,1,"8","Mtmr14"
0.00451204357680348,1.56673119716971,0.566,0.404,1,"8","Acp2"
0.0045929084522347,1.62100267279709,0.34,0.19,1,"8","Amdhd2"
0.00485156795925993,1.23034755098504,0.472,0.326,1,"8","Arrdc3"
0.00487834922197231,0.824265611647229,0.642,0.637,1,"8","Srsf9"
0.00488939625599038,0.434320813581251,0.358,0.564,1,"8","Hipk2"
0.00503219510506598,1.37729081282149,0.34,0.202,1,"8","Smad7"
0.00515448350294367,0.33581193282624,0.868,0.644,1,"8","Akap13"
0.00519764850792984,1.1236686311514,0.717,0.592,1,"8","Cab39"
0.00522178796103756,0.798302370227483,0.849,0.884,1,"8","Ly6e"
0.00528120451315198,0.799311930518392,0.623,0.476,1,"8","Cnpy3"
0.0052890169496493,1.32855814736947,0.566,0.447,1,"8","1110008F13Rik"
0.00530284872605487,0.410380426894062,0.132,0.319,1,"8","E130102H24Rik"
0.00531423646884566,1.04212890423032,0.679,0.665,1,"8","Snrpe"
0.005410780478162,0.332994949145028,0.132,0.329,1,"8","Bap1"
0.0054341022482474,0.668282505246557,0.283,0.146,1,"8","Stx2"
0.00545104159212447,0.95898454011318,0.377,0.23,1,"8","Heatr5a"
0.00560290782384879,1.2301269621741,0.528,0.414,1,"8","Ptplb"
0.00569280958322491,0.978832854667494,0.434,0.282,1,"8","Pdcd2l"
0.00581695917166609,1.15620493055219,0.679,0.594,1,"8","Scamp2"
0.00588511945564469,0.428561561628464,0.132,0.319,1,"8","Zer1"
0.00592712877584791,1.09485700520248,0.642,0.443,1,"8","Parp1"
0.00594479444107692,0.70217663872465,0.453,0.664,1,"8","Mtss1"
0.00595624321495542,1.61635783009527,0.321,0.193,1,"8","Smox"
0.00599530789571577,0.600539387436986,0.094,0.262,1,"8","Snhg7"
0.0060132465756103,0.341200190848229,0.245,0.465,1,"8","Nsf"
0.00613993238320682,0.918542636314265,0.736,0.56,1,"8","Slc39a1"
0.00615133587698412,0.76617194980831,0.434,0.274,1,"8","Bcat2"
0.0061918402322912,0.76777572603132,0.774,0.602,1,"8","Ptpra"
0.00631917815002673,1.2686898551376,0.377,0.237,1,"8","G6pdx"
0.00632568035000594,1.82186099224048,0.283,0.156,1,"8","Dtx2"
0.00635411605916103,1.08352100846857,0.66,0.5,1,"8","Pik3r1"
0.00645596883909211,0.872064890963656,0.547,0.376,1,"8","Hpcal1"
0.00647443792739947,1.98178304653931,0.34,0.204,1,"8","Il17ra"
0.00650817275212943,0.463145550047117,0.906,0.813,1,"8","Uqcrh"
0.00659441343033643,0.353169061142513,0.698,0.521,1,"8","Edem1"
0.00664922726104131,1.03887132860058,0.547,0.403,1,"8","Chd1"
0.00674767851275232,0.862266978144563,0.302,0.533,1,"8","Mon2"
0.00681011125034681,1.09186573646779,0.472,0.311,1,"8","Tet3"
0.00683775493439633,1.202512013315,0.736,0.629,1,"8","Pea15a"
0.00683979464185014,1.99057109482262,0.434,0.319,1,"8","Agps"
0.00684326701252875,0.947957683293577,0.717,0.731,1,"8","Prelid1"
0.00686107906736887,0.255495286363418,1,1,1,"8","Rn45s"
0.00686660284478521,1.47989756817979,0.358,0.216,1,"8","Aatf"
0.00688766064181624,0.342025822034908,0.189,0.392,1,"8","Metap1"
0.00701034922006071,0.923927780878903,0.774,0.777,1,"8","Ndufa3"
0.00703376271511454,0.922703576468047,0.849,0.734,1,"8","Eif3h"
0.00707413605972816,1.18926836662522,0.434,0.295,1,"8","Mif4gd"
0.00714733613570735,1.04895293773942,0.755,0.672,1,"8","M6pr"
0.00719206432706296,0.805079006989486,0.321,0.179,1,"8","Agfg2"
0.00724239347174292,0.608347487133926,0.679,0.512,1,"8","Ube2q1"
0.00727919653821838,1.15277064443272,0.264,0.479,1,"8","1110038F14Rik"
0.00729406462183664,1.05812772205308,0.151,0.331,1,"8","9330020H09Rik"
0.00732185349071146,0.662352305439296,0.811,0.738,1,"8","Vdac2"
0.00741490441753472,1.09812782592951,0.83,0.778,1,"8","Polr2a"
0.00761791249965879,0.260932377236843,0.226,0.434,1,"8","Tbcc"
0.00779031279185258,1.01506029429321,0.321,0.172,1,"8","Zbtb7b"
0.00796366149173506,0.890456229592399,0.849,0.667,1,"8","Pdcd6ip"
0.00799553276601185,0.672583854209317,0.434,0.269,1,"8","Nubp2"
0.00818847296532229,0.478074268686867,0.113,0.297,1,"8","Uqcc"
0.00830717506585588,2.24983912335564,0.377,0.234,1,"8","Parp4"
0.00835950618337069,1.19445222519077,0.415,0.278,1,"8","Mrps25"
0.00853253389421011,0.500033426256951,0.189,0.369,1,"8","Agtpbp1"
0.00861013618258384,1.01837189263289,0.302,0.516,1,"8","Fam100a"
0.00869557770762357,1.21659516621173,0.264,0.14,1,"8","Pmf1"
0.0087376074782443,0.368417312117963,0.113,0.281,1,"8","Atp8b2"
0.00880708526612205,1.7103762114675,0.547,0.446,1,"8","Tep1"
0.0088077999361589,0.553118240481101,0.736,0.712,1,"8","Eno1"
0.00883192962630275,0.384649736396504,0.302,0.511,1,"8","Ipo8"
0.00886438237417693,0.528406117629101,0.283,0.523,1,"8","Zzef1"
0.00890987027331859,0.520132148215865,0.189,0.367,1,"8","Dcaf5"
0.00905541090743506,1.83620658233171,0.472,0.347,1,"8","Rnf166"
0.00907770305681308,1.19769228666634,0.17,0.377,1,"8","Birc2"
0.00917779985342493,0.889606193501241,0.151,0.333,1,"8","Asb13"
0.00918033405818305,0.37138888154464,0.377,0.588,1,"8","Nup88"
0.00950528190127444,0.4030696936677,0.887,0.853,1,"8","Tceb2"
0.00962880184077167,0.504543193307042,0.151,0.326,1,"8","Bmi1"
0.00973876330456711,1.7510711019844,0.434,0.273,1,"8","Dennd4a"
0.00975878566277562,1.11642637562108,0.698,0.54,1,"8","Dek"
0.00992257191606451,0.85039739547111,0.698,0.612,1,"8","Ilk"
9.51477990056008e-216,7.95644205160968,0.638,0.001,2.22959837409824e-211,"9","Hand2"
1.84225810078041e-205,9.94845816620893,0.957,0.019,4.31696340755873e-201,"9","Ddr2"
1.99503103551609e-188,10.4031376035544,0.66,0.004,4.67495622552485e-184,"9","Adcyap1r1"
7.76334424296811e-182,10.3545029345899,0.596,0.003,1.81918445645472e-177,"9","Kcne4"
2.47740564735841e-176,9.4063135834398,0.766,0.012,5.80530465345496e-172,"9","Prrx1"
3.95949513541431e-173,9.22154505958161,0.702,0.009,9.27828495081635e-169,"9","Ndufa4l2"
6.80259597901213e-170,10.8419868267745,0.681,0.008,1.59405231576191e-165,"9","Col5a3"
1.79013163010507e-166,9.65272814973219,0.872,0.023,4.19481544882521e-162,"9","Cygb"
2.60921334055456e-154,10.0010669398452,0.723,0.014,6.11416962092151e-150,"9","Col5a1"
3.03199815893786e-154,7.7148878537492,0.574,0.005,7.10488128583909e-150,"9","Vgll3"
6.96614303336988e-150,7.65707734476402,0.574,0.006,1.63237629700956e-145,"9","Pla2r1"
4.83979099540242e-149,10.6143579647356,0.617,0.008,1.13410822395265e-144,"9","Srpx2"
3.19283891037354e-145,9.01316609907289,0.489,0.003,7.48177941867832e-141,"9","Rem1"
6.12973990203854e-145,8.3924784071958,0.532,0.004,1.43638195124469e-140,"9","E030003E18Rik"
2.0726316559099e-140,10.4632766982345,0.745,0.019,4.85679775929368e-136,"9","Pdgfrb"
1.07664126586626e-139,8.33322844067081,1,0.05,2.52289347830441e-135,"9","Rarres2"
5.44088441945711e-139,9.4186979325075,0.553,0.006,1.27496244601139e-134,"9","Tbx2"
1.78057499322144e-138,8.60209655546082,0.596,0.009,4.17242138161581e-134,"9","Mrc2"
5.07473293411743e-136,9.28712317761356,0.617,0.011,1.18916216845174e-131,"9","C1qtnf7"
1.69527506295376e-134,6.90370632728708,0.702,0.017,3.97253805501954e-130,"9","Bmp4"
2.12420724594134e-133,9.12235745598354,0.809,0.028,4.97765483941434e-129,"9","Col5a2"
3.80971021421261e-133,10.3813748900186,0.702,0.018,8.92729394496441e-129,"9","Tpm2"
4.61603702286419e-133,7.7356804802124,0.511,0.005,1.08167595556776e-128,"9","Mrvi1"
9.17513374557396e-132,6.28338917244442,0.617,0.011,2.15000909060035e-127,"9","Thy1"
3.56183861105188e-131,9.79842696259563,0.787,0.027,8.34645641727786e-127,"9","Tnxb"
3.27404706340987e-129,7.72248566833646,0.702,0.019,7.67207448368835e-125,"9","Pdgfra"
6.56439603335524e-128,8.41885167012191,0.468,0.004,1.53823492249613e-123,"9","Foxs1"
1.66951011642571e-127,9.98163782006132,0.681,0.018,3.91216305582036e-123,"9","Abca8a"
1.6692060325536e-126,7.2431766604414,0.787,0.028,3.91145049608284e-122,"9","Slit3"
3.13929263719619e-126,9.14649390546792,1,0.059,7.35630443674183e-122,"9","C1s"
7.99896165240876e-126,8.8577442627092,0.447,0.003,1.87439668400894e-121,"9","Tcf21"
2.93095652202275e-125,10.3716044344707,0.787,0.029,6.86811041805592e-121,"9","Myl9"
5.32067508740373e-124,10.6577517641568,0.681,0.019,1.24679379323132e-119,"9","Svep1"
1.90894732386185e-123,7.78467619999877,0.596,0.012,4.47323626400548e-119,"9","Ppp1r14a"
2.30485768153573e-123,6.90450719475516,0.638,0.015,5.40097300514267e-119,"9","Ggt5"
6.24236264486938e-123,9.28915064907888,0.681,0.019,1.46277283857224e-118,"9","Des"
6.64002463055852e-122,5.67016749388343,0.872,0.04,1.55595697167878e-117,"9","Gpx8"
1.94503629188244e-119,7.98174336324727,0.574,0.011,4.55780354276811e-115,"9","S1pr3"
1.50943341468623e-118,9.12495279796495,0.489,0.006,3.53705532063424e-114,"9","Fam150b"
2.67128081481571e-118,7.92843369680337,0.489,0.006,6.25961233335766e-114,"9","Aoc3"
3.64771815968145e-117,10.6550068071665,0.702,0.024,8.54769796358154e-113,"9","Ccl11"
5.4385070860846e-116,7.20134057297845,0.553,0.011,1.2744053654822e-111,"9","Nnmt"
3.81493786766671e-115,8.11913929972942,0.468,0.006,8.9395439053034e-111,"9","Gli3"
1.80624476060275e-114,10.3198201350811,0.383,0.002,4.23257334752043e-110,"9","Gm4956"
2.98161795773236e-114,6.63002954205162,0.681,0.022,6.98682536035423e-110,"9","Scn7a"
5.74350391150632e-114,7.59268302618332,0.745,0.029,1.34587527158327e-109,"9","Colec12"
3.40897302832359e-113,11.1649503863663,0.723,0.027,7.98824649727066e-109,"9","Ifitm1"
1.06803562260725e-112,6.82758077412324,0.617,0.017,2.50272787445556e-108,"9","Gpr153"
2.16240620013728e-112,8.72527197793236,0.766,0.033,5.0671664487817e-108,"9","Ptgis"
1.00246969826819e-110,7.45223828161753,0.979,0.068,2.34908724395184e-106,"9","Lhfp"
2.21271941004576e-110,8.21483120121916,0.766,0.034,5.18506539356022e-106,"9","Atp1a2"
4.23830629715528e-110,10.2678103542857,0.596,0.016,9.93162314612397e-106,"9","Naalad2"
1.26928642108072e-108,11.7297341828576,0.681,0.025,2.97431887051846e-104,"9","Ms4a4d"
1.5061807759917e-107,8.66416755887159,0.681,0.025,3.52943341238135e-103,"9","Steap4"
3.6206956727201e-107,7.4817687972648,0.617,0.019,8.48437616988502e-103,"9","C1qtnf2"
6.77390908739627e-107,6.71534213318906,0.574,0.015,1.58733011644957e-102,"9","Gjc1"
2.40716561110844e-105,9.94344438141499,0.745,0.034,5.6407111765104e-101,"9","Crispld2"
3.36241345886088e-105,9.55699785304054,0.468,0.008,7.8791434581487e-101,"9","Ebf2"
1.0422350139551e-104,6.48638140406202,0.617,0.019,2.44226930820098e-100,"9","Antxr1"
4.18463133823736e-104,9.58160808037444,0.809,0.044,9.8058466148916e-100,"9","Islr"
1.67283669186386e-102,7.85071787027056,0.872,0.056,3.91995822004459e-98,"9","Htra1"
5.95629100600648e-102,8.65830388503456,0.362,0.003,1.3957376714375e-97,"9","Rspo3"
1.63127441922621e-101,7.85017490004289,0.447,0.007,3.82256534657277e-97,"9","Lox"
4.84386956186006e-101,7.09585264445332,0.638,0.023,1.13506395443067e-96,"9","Ifi205"
1.6008044689476e-100,6.01157400208116,0.894,0.058,3.75116511208492e-96,"9","Axl"
2.09696499378286e-100,10.0057480357541,0.489,0.01,4.91381806993137e-96,"9","Adamtsl3"
6.25982906908067e-100,9.0416648557559,0.489,0.01,1.46686574575767e-95,"9","Cspg4"
1.78226143813206e-99,9.35980705889521,0.766,0.04,4.17637322797485e-95,"9","Angptl2"
1.89070959579915e-99,7.81343901519214,0.596,0.019,4.43049979583616e-95,"9","Adm"
2.53858267189503e-99,10.5901260267439,0.468,0.009,5.94866077505161e-95,"9","Fndc1"
7.42927285643226e-99,9.432633816098,0.596,0.02,1.74090150844777e-94,"9","Podn"
2.11718614107769e-98,4.77949702048795,0.872,0.054,4.96120228438735e-94,"9","Smtn"
4.49279492861267e-98,6.6887323697357,0.809,0.047,1.05279663562181e-93,"9","Aebp1"
2.25075644806716e-97,7.55099058028957,0.532,0.014,5.27419758475578e-93,"9","Plau"
2.41539327473791e-96,8.39368442110989,0.511,0.013,5.65999106069334e-92,"9","Adamtsl1"
1.34889709794142e-94,9.27937804667819,0.681,0.031,3.16087056960614e-90,"9","Cd248"
1.03159044756385e-93,5.74345012678205,0.702,0.033,2.41732589577636e-89,"9","Ecm2"
2.64430526912653e-92,6.42649092350876,0.574,0.02,6.1964005371442e-88,"9","Sulf1"
3.26412229034028e-92,10.7070761646855,0.957,0.086,7.64881776295439e-88,"9","Col6a1"
6.85315188268119e-92,9.21394096659442,0.383,0.005,1.60589908066868e-87,"9","Fbn2"
1.14127212202933e-91,6.68506604176724,0.83,0.056,2.67434296355133e-87,"9","Ltbp1"
1.54787673470386e-91,5.65166688948213,0.489,0.012,3.62713955243154e-87,"9","Snai1"
1.723657388477e-91,7.22577069481696,0.553,0.018,4.03904635841816e-87,"9","Pygm"
5.47892551930517e-91,7.02251325817174,0.766,0.045,1.28387661693878e-86,"9","Mylk"
6.18067393061639e-91,9.7106355664402,0.681,0.033,1.44831732216134e-86,"9","Gdf10"
6.20129421689216e-91,7.41561156935612,0.66,0.031,1.45314927384434e-86,"9","Ctsk"
1.41741246962196e-90,9.63172584871836,0.723,0.04,3.32142264006513e-86,"9","Hsd11b1"
3.49984936664022e-90,9.39945380755393,0.34,0.003,8.20119702084802e-86,"9","Lrrc55"
8.46157871650567e-90,7.77225839227028,0.511,0.015,1.98280174063877e-85,"9","Itga11"
2.48798689526605e-89,9.48532718553559,0.426,0.008,5.83009969167693e-85,"9","Pcdh19"
8.99897180297343e-89,7.61055681730086,0.468,0.011,2.10872906259076e-84,"9","Fap"
9.4742546543405e-89,9.93799083784617,0.787,0.052,2.22010209315161e-84,"9","Fbn1"
9.61387213509216e-89,6.68473322667608,0.426,0.008,2.25281865741615e-84,"9","Slit2"
2.2803204554331e-88,6.50701289945106,0.596,0.024,5.34347492321638e-84,"9","Steap3"
4.44192944702745e-88,7.23344045257237,0.723,0.041,1.04087732732194e-83,"9","Abi3bp"
1.13706918789875e-87,9.41450062229749,0.319,0.003,2.66449422800313e-83,"9","Higd1b"
5.37547319773128e-87,5.90063723910452,0.745,0.044,1.25963463442437e-82,"9","Vtn"
6.43797132867011e-86,8.05703318694567,0.34,0.004,1.50860982144727e-81,"9","Mrgprf"
2.8492487517003e-85,5.06388600926592,0.553,0.02,6.67664459985931e-81,"9","Mnda"
